city_death,tot_pop_17,over_65_count,civ_pop_16_19,civ_pop_16_19_drop,pop_over_25,pop_over_25_less_school,pop_det_poverty,pop_doing_poorly,pop_struggling,pop_poor_or_strug,pop_doing_ok,town_actual_2010_pop,block_est_2010_pop,count_error,percent_error,pop_density,med_house_inc,mean_house_inc
MIDDLEFIELD,1717,374,60,0,1323,56,1711,120,197,317,1394,521.0,1677.0,1156.0,221.8809980806142,30.62665,75156.0,91585.8227848101
MIDDLETON,9656,1998,305,10,6754,510,8377,305,320,625,7752,8987.0,8987.0,0.0,0.0,783.1445000000001,116976.25,151994.57026466698
MILFORD,28630,4457,1197,63,19858,1614,28426,2244,3373,5617,22809,27999.0,27999.0,0.0,0.0,4532.250400000002,78176.63157894737,87465.08411304899
MILLBURY,13521,2982,565,1,9499,785,13330,797,1356,2153,11177,13261.0,13261.0,0.0,0.0,1528.53631,81051.66666666667,93107.16533376314
MILLIS,8144,1500,349,0,5828,147,8106,357,519,876,7230,7891.0,7891.0,0.0,0.0,940.0251599999999,103077.4,123735.74321475202
MILLVILLE,3237,348,131,0,2217,223,3237,142,299,441,2796,3190.0,3190.0,0.0,0.0,795.7701999999999,88113.0,107415.88750250306
MILTON,27527,4936,1788,1,17452,761,25864,1066,1382,2448,23416,27003.0,27003.0,0.0,0.0,4696.996764,133542.54545454544,158838.58808442406
MONSON,8803,1884,437,0,6382,538,8658,482,656,1138,7520,8560.0,8560.0,0.0,0.0,470.70445714285717,68176.57142857143,78692.45941594263
MONTAGUE,7378,1723,330,0,5667,626,7245,1147,1118,2265,4980,8437.0,7544.0,-893.0,10.584330923313972,1731.7333142857144,51799.71428571428,66277.64005575565
MONTEREY,729,338,34,0,600,27,723,72,42,114,609,961.0,961.0,0.0,0.0,27.58365,58661.0,95123.0136986301
MONTGOMERY,802,148,31,3,618,21,802,30,70,100,702,838.0,838.0,0.0,0.0,53.02795,74000.0,91171.7391304348
MOUNT WASHINGTON,1395,468,35,0,1162,59,1395,77,168,245,1150,167.0,1392.0,1225.0,733.5329341317364,34.10865,62396.0,97734.5697329377
NAHANT,2914,635,62,0,2399,72,2863,155,314,469,2394,3410.0,2781.0,-629.0,18.445747800586513,3549.880333333333,87364.66666666667,135832.81210847432
NANTUCKET,10249,1596,425,13,7366,459,10123,1197,884,2081,8042,10172.0,9650.0,-522.0,5.131734172237515,993.5950780000001,86421.7,130623.22824815587
NATICK,35957,6353,1378,21,25391,794,35597,1271,2394,3665,31932,33006.0,33006.0,0.0,0.0,3624.077926923077,109483.30769230769,136271.43156163595
NEEDHAM,30429,6009,1756,11,20270,458,29523,872,831,1703,27820,28886.0,28886.0,0.0,0.0,3915.942443478261,147317.69565217392,208813.28485573086
NEW ASHFORD,334,81,12,0,241,17,330,26,14,40,290,228.0,228.0,0.0,0.0,24.80493,84583.0,92367.21311475411
NEW BEDFORD,94459,15759,4605,393,64569,16758,92726,21135,20077,41212,51514,95072.0,94364.0,-708.0,0.7446987546280699,12118.358910465116,43135.10843373494,54697.652239031595
NEW BRAINTREE,1247,179,62,0,893,74,1236,102,105,207,1029,999.0,999.0,0.0,0.0,59.98398,84432.0,104876.941176471
NEW MARLBOROUGH,1370,448,39,2,1149,79,1344,61,130,191,1153,1509.0,1509.0,0.0,0.0,29.770110000000003,74392.5,101677.18502244726
NEW SALEM,1019,268,41,0,778,42,1019,62,125,187,832,990.0,990.0,0.0,0.0,22.76141,71908.0,86781.5242494226
NEWBURY,6964,1535,363,0,5123,184,6900,293,429,722,6178,6666.0,6666.0,0.0,0.0,357.44775999999996,96529.2,117563.4642204083
NEWBURYPORT,17890,3784,642,9,13547,425,17605,1226,1706,2932,14673,17416.0,17416.0,0.0,0.0,4196.824142857143,94381.35714285714,124334.13572331595
NEWTON,88479,15985,7625,80,57688,1611,80955,3462,5820,9282,71673,85146.0,85146.0,0.0,0.0,5905.825406250001,149031.34426229508,197806.46989359113
NORFOLK,11671,1542,716,11,8302,766,9417,268,333,601,8816,11227.0,11227.0,0.0,0.0,771.60456,132350.0,151712.313602285
NORTH ADAMS,13211,2823,1041,18,8981,1457,12131,2164,2705,4869,7262,13708.0,13708.0,0.0,0.0,2909.0482166666666,38909.75,50750.53756952176
NORTH ANDOVER,30170,4474,2087,44,20145,584,28986,1479,1758,3237,25749,28352.0,28352.0,0.0,0.0,2815.5870473684213,114866.8947368421,136334.85256374686
NORTH ATTLEBOROUGH,29033,4282,1589,16,19847,1211,28868,2113,2620,4733,24135,28712.0,28712.0,0.0,0.0,3446.5503888888893,89261.375,102035.1712499474
NORTH BROOKFIELD,5927,1019,250,12,4187,346,5894,374,852,1226,4668,4680.0,6003.0,1323.0,28.26923076923077,923.1261833333334,69356.83333333333,79899.06048946774
NORTH READING,15598,2862,945,22,11114,275,15493,526,683,1209,14284,14892.0,14892.0,0.0,0.0,1378.520011111111,133057.44444444444,152656.15758299813
NORTHAMPTON,28548,4975,2181,19,19107,1004,25097,3756,3244,7000,18097,28549.0,28549.0,0.0,0.0,3557.399347368422,67279.29411764706,89308.5848336992
NORTHBOROUGH,14918,2753,584,0,10387,437,14739,546,701,1247,13492,14155.0,14155.0,0.0,0.0,1347.3169444444445,112497.75,146846.97689734946
NORTHBRIDGE,16020,2504,722,22,10969,825,15716,1338,1520,2858,12858,15707.0,15009.0,-698.0,4.443878525498184,1447.3656857142855,71875.14285714286,91230.46871652857
NORTHFIELD,3012,422,163,0,2230,113,2984,118,489,607,2377,3032.0,3032.0,0.0,0.0,94.412775,70086.0,82385.6850515674
NORTON,19515,2838,1684,0,12562,595,17615,991,1197,2188,15427,19031.0,19031.0,0.0,0.0,921.3082111111112,102776.44444444444,111742.50357047656
NORWELL,9939,1977,455,0,6779,201,9740,310,469,779,8961,10506.0,9541.0,-965.0,9.185227489053872,646.6564833333333,125842.33333333333,168226.5355112395
NORWOOD,29121,5698,1596,56,21099,1116,28628,2367,2233,4600,24028,28602.0,28602.0,0.0,0.0,4291.132952380953,89928.57142857143,107364.08239125418
OAK BLUFFS,4675,1370,188,6,3291,109,4619,565,327,892,3727,4527.0,4527.0,0.0,0.0,1479.79924,70033.0,83237.64563420508
OAKHAM,1849,265,113,0,1338,79,1846,70,177,247,1599,1902.0,1902.0,0.0,0.0,88.76633000000001,85938.0,94425.47864506631
ORANGE,7703,1446,293,0,5572,691,7682,788,2342,3130,4552,7839.0,7839.0,0.0,0.0,643.9713157142858,46834.857142857145,56074.42170932257
ORLEANS,5029,2175,177,0,4141,81,4972,388,557,945,4027,5890.0,5072.0,-818.0,13.887945670628186,581.0110833333333,59369.666666666664,80218.40274875671
OTIS,1577,602,40,12,1349,92,1577,145,194,339,1238,1612.0,1612.0,0.0,0.0,44.382315,67285.5,83345.32090090885
OXFORD,13898,2183,976,0,9414,665,13810,1507,1262,2769,11041,13709.0,13709.0,0.0,0.0,932.8795875,70002.125,79482.97169557039
PALMER,12237,2429,507,57,9099,695,12100,1704,2052,3756,8344,12140.0,12140.0,0.0,0.0,758.5355333333332,61069.77777777778,70633.35969735074
PAXTON,4845,839,491,0,3239,101,4370,203,307,510,3860,4806.0,4806.0,0.0,0.0,446.18609999999995,106773.33333333333,117653.57305196008
PEABODY,52610,11739,2480,78,38547,3928,52101,5119,6833,11952,40149,51251.0,51251.0,0.0,0.0,5891.933687500002,73472.4,85563.4918296147
PELHAM,1277,343,53,0,966,22,1274,51,42,93,1181,1321.0,1321.0,0.0,0.0,50.8535,92250.0,116789.122137405
PEMBROKE,18230,3029,1115,104,12446,560,18190,768,1434,2202,15988,17837.0,17837.0,0.0,0.0,939.5870454545455,103864.90909090909,112210.48910989102
PEPPERELL,12049,1842,565,0,8325,475,12021,674,805,1479,10542,11497.0,11497.0,0.0,0.0,752.2287125,86537.25,107137.28194911407
PERU,811,115,21,0,638,53,811,55,88,143,668,847.0,847.0,0.0,0.0,31.28524,68636.0,77355.71428571429
PETERSHAM,1218,280,60,4,906,23,1188,64,220,284,904,1234.0,1234.0,0.0,0.0,22.45625,65529.0,84122.10953346861
PHILLIPSTON,1640,239,80,0,1230,116,1635,96,242,338,1297,1682.0,1682.0,0.0,0.0,67.63169,75893.0,80461.4065180103
PITTSFIELD,43289,9380,1654,75,31700,3194,42420,6387,8622,15009,27411,44737.0,44737.0,0.0,0.0,3769.5106333333338,52786.13043478261,64225.23729398622
PLAINFIELD,668,173,45,3,494,22,668,51,119,170,498,648.0,648.0,0.0,0.0,31.659909999999996,56875.0,71790.1060070671
PLAINVILLE,9000,1666,383,12,6440,211,9000,557,515,1072,7928,8264.0,8264.0,0.0,0.0,1681.0374800000002,87133.4,101604.90181811003
PLYMOUTH,56192,13033,2598,62,40899,1912,54211,3516,4888,8404,45807,56468.0,54143.0,-2325.0,4.1173762130764295,1616.365551388889,83056.0,102380.56401529034
PLYMPTON,2912,561,100,0,2167,111,2912,127,244,371,2541,2820.0,2820.0,0.0,0.0,222.81155,89819.0,112292.8477137625
PRINCETON,3438,786,159,0,2550,27,3438,224,92,316,3122,3413.0,3413.0,0.0,0.0,101.40051,127875.0,159702.49841444648
PROVINCETOWN,2952,1058,22,0,2638,133,2943,314,653,967,1976,2942.0,2942.0,0.0,0.0,1939.87346,45314.0,67520.14515974741
QUINCY,91519,15971,3906,150,69176,7721,90591,9141,12575,21716,68875,92271.0,89703.0,-2568.0,2.7831062847481864,9746.800224285716,77644.46376811594,92159.41608152095
RANDOLPH,33704,6021,1497,3,23957,3473,33293,3773,4132,7905,25388,32112.0,32112.0,0.0,0.0,4078.214731578948,74754.61111111111,92707.98602285801
RAYNHAM,13845,2693,822,21,9684,565,13677,869,927,1796,11881,13383.0,13383.0,0.0,0.0,758.6064142857142,96406.42857142857,103891.71082929253
READING,25769,4384,1286,41,18181,530,25576,754,1655,2409,23167,24747.0,24747.0,0.0,0.0,3687.3967375,116302.5,136873.2382585106
REHOBOTH,11990,1742,721,0,8213,502,11860,271,1057,1328,10532,11608.0,11608.0,0.0,0.0,264.60267999999996,103951.0,121107.18972589145
REVERE,53864,9223,2076,75,39486,7160,53602,6943,11685,18628,34974,51755.0,51755.0,0.0,0.0,13629.754433571428,58958.34210526316,70162.64873277303
RICHMOND,1521,540,51,6,1258,71,1521,78,103,181,1340,1475.0,1475.0,0.0,0.0,80.40261000000001,95704.0,142779.496501749
ROCHESTER,5462,951,319,10,3743,270,5462,259,366,625,4837,5232.0,5232.0,0.0,0.0,162.97936666666666,111470.66666666667,135692.81698575898
ROCKLAND,17849,3292,704,32,12951,558,17662,1115,1848,2963,14699,17489.0,17489.0,0.0,0.0,2630.4966,77843.72727272728,90569.30031826228
ROCKPORT,7184,2456,311,0,5616,136,7114,442,891,1333,5781,6952.0,6952.0,0.0,0.0,2390.3287833333334,76780.2,103469.94647882496
ROWE,1045,310,46,1,789,72,1040,117,247,364,676,393.0,1220.0,827.0,210.43256997455467,21.96499,45938.0,61398.507462686604
ROWLEY,6232,1102,401,1,4358,102,6157,337,300,637,5520,5856.0,5856.0,0.0,0.0,343.25295,99807.5,127892.216231238
ROYALSTON,1307,327,47,5,1015,94,1279,134,186,320,959,1258.0,1258.0,0.0,0.0,31.2727,74219.0,82443.1599229287
RUSSELL,1330,294,66,0,943,45,1330,94,131,225,1105,1775.0,1775.0,0.0,0.0,76.7778,66985.0,76732.76836158191
RUTLAND,8463,1074,699,0,5592,112,8443,190,806,996,7447,7973.0,7973.0,0.0,0.0,371.3304,92153.0,103595.02541660571
SALEM,41115,6598,2173,55,28538,2546,39260,6135,5223,11358,27902,41340.0,39772.0,-1568.0,3.7929366231253008,11452.485193548386,66579.86666666667,81220.7050063678
SALISBURY,9021,1941,364,8,6664,465,8983,871,1356,2227,6756,8283.0,8283.0,0.0,0.0,779.9321428571429,72594.57142857143,82012.60432121217
SANDISFIELD,859,235,52,0,619,53,799,33,92,125,674,915.0,915.0,0.0,0.0,16.58105,68636.0,93702.14723926381
SANDWICH,20398,4855,1076,42,14829,425,20138,1145,1764,2909,17229,20675.0,20655.0,-20.0,0.09673518742442563,774.4155499999999,88429.35714285714,108130.06554209745
SAUGUS,28037,6450,1422,0,20826,1961,27798,2261,2526,4787,23011,26628.0,26628.0,0.0,0.0,4051.3080199999995,83193.25,97166.11484797337
SAVOY,764,173,45,0,556,89,752,63,172,235,517,692.0,692.0,0.0,0.0,21.31395,55375.0,68215.8878504673
SCITUATE,18491,4110,1071,0,13109,409,18323,777,875,1652,16671,18133.0,18133.0,0.0,0.0,1382.5556692307691,110401.23076923077,144489.9338725979
SEEKONK,14957,3309,548,0,11288,840,14936,822,1082,1904,13032,13722.0,13722.0,0.0,0.0,1187.262363636364,83507.18181818182,104439.3737176638
SHARON,18245,3176,1046,0,12183,268,18167,361,790,1151,17016,17612.0,17612.0,0.0,0.0,1227.5818818181817,132555.63636363635,172544.30534346262
SHEFFIELD,3190,897,227,0,2550,219,3190,278,506,784,2406,3257.0,3257.0,0.0,0.0,105.4100975,66398.25,92018.4507265941
SHELBURNE,1935,567,73,0,1535,133,1905,162,246,408,1497,1893.0,1893.0,0.0,0.0,624.611015,59590.5,100208.54709666764
SHERBORN,4302,756,380,0,2832,35,4302,179,160,339,3963,4119.0,4119.0,0.0,0.0,268.69486666666666,174861.0,223038.85641166402
SHIRLEY,7572,1146,220,0,5724,722,6093,625,910,1535,4558,7211.0,7211.0,0.0,0.0,610.8168333333333,72700.66666666667,92460.11341036965
SHREWSBURY,36716,6235,2201,36,24663,1462,36586,1675,2413,4088,32498,35608.0,35608.0,0.0,0.0,2511.17103,110810.52631578948,127975.96623358589
SHUTESBURY,1752,316,104,4,1275,21,1742,197,244,441,1301,1771.0,1771.0,0.0,0.0,66.06882,76927.0,91552.4899057874
SOMERSET,18257,4622,811,17,13814,1785,17982,1211,1504,2715,15267,18165.0,18165.0,0.0,0.0,2723.229727272727,67089.27272727272,81864.54498429019
SOMERVILLE,79983,8558,3055,42,59704,5725,77349,9623,9619,19242,58107,75754.0,75754.0,0.0,0.0,23609.809565217394,90211.8125,106057.79684780173
SOUTH HADLEY,17737,3448,1608,0,11794,763,15267,1584,1685,3269,11998,17514.0,17514.0,0.0,0.0,2003.1148923076923,71282.53846153847,84786.67483027573
SOUTHAMPTON,6090,1618,269,0,4526,254,6076,278,707,985,5091,5792.0,5792.0,0.0,0.0,220.88400000000001,93459.75,117558.75434718421
SOUTHBOROUGH,10021,1640,561,0,6484,203,9893,453,449,902,8991,9767.0,9767.0,0.0,0.0,854.9235714285713,140423.42857142858,185661.37657807223
SOUTHBRIDGE,16858,2692,834,36,11682,2087,16651,3085,3563,6648,10003,16719.0,16719.0,0.0,0.0,3670.8499812500004,55629.5625,64384.434201541066
SOUTHWICK,9711,2372,316,2,7159,748,9617,697,982,1679,7938,9502.0,9502.0,0.0,0.0,622.4014199999999,80521.0,95506.84714533175
SPENCER,11856,2539,331,0,8800,999,11781,1433,1604,3037,8744,11688.0,11688.0,0.0,0.0,1600.6547199999998,73941.33333333333,76407.07203096134
SPRINGFIELD,154613,21181,10652,923,94677,21581,149391,42874,36552,79426,69965,153060.0,153060.0,0.0,0.0,8262.940928925618,40491.55263157895,52701.11507621886
STERLING,8000,1326,510,0,5503,253,7986,477,799,1276,6710,7808.0,7808.0,0.0,0.0,259.7117,98674.5,123784.86936298775
STOCKBRIDGE,1980,842,51,0,1612,129,1917,181,393,574,1343,1947.0,1947.0,0.0,0.0,124.73785666666667,50483.666666666664,94928.58008498831
STONEHAM,21967,4553,751,0,16527,947,21836,942,1393,2335,19501,21437.0,21437.0,0.0,0.0,4779.941194117646,93259.94117647059,108297.08736824476
STOUGHTON,28338,5628,1647,72,20513,1905,28006,2325,2676,5001,23005,26962.0,26962.0,0.0,0.0,3144.502931578947,83581.33333333333,91855.35916199959
STOW,7061,1302,377,0,4802,17,7034,310,338,648,6386,6590.0,6590.0,0.0,0.0,381.86246,144591.0,150503.4650182095
STURBRIDGE,9496,1952,474,0,6633,324,9488,382,868,1250,8238,9268.0,9268.0,0.0,0.0,462.71585000000005,85708.4,112979.72694352425
SUDBURY,18697,3365,1264,24,12197,108,18500,576,732,1308,17192,17659.0,17659.0,0.0,0.0,954.3500090909091,171719.27272727274,232882.38095606977
SUNDERLAND,3662,575,77,10,2361,159,3626,593,802,1395,2231,3684.0,3684.0,0.0,0.0,461.94703333333337,57037.333333333336,85704.59210452967
SUTTON,9702,1551,535,0,6810,216,9702,208,789,997,8705,8963.0,9661.0,698.0,7.78757112573915,416.99645000000004,105500.2,122950.38212126512
SWAMPSCOTT,14563,2910,765,0,10121,458,14409,883,785,1668,12741,13787.0,13787.0,0.0,0.0,7027.4031428571425,117348.28571428571,147833.27788553905
SWANSEA,16341,3429,725,91,12182,1611,16063,881,1748,2629,13434,15865.0,15865.0,0.0,0.0,1387.2887111111113,78941.125,84757.25189444589
TAUNTON,56826,10315,2287,132,40151,6449,56254,7747,9320,17067,39187,55874.0,55874.0,0.0,0.0,3323.8432806451606,60576.86666666667,75337.85701060864
TEMPLETON,8117,1711,391,20,6147,612,7982,355,871,1226,6756,8013.0,8013.0,0.0,0.0,285.70241999999996,65588.25,84044.06777489332
TEWKSBURY,30666,6392,1622,48,22066,1358,30095,1621,2054,3675,26420,28961.0,28961.0,0.0,0.0,1972.8239888888884,95603.22222222222,106113.97131661391
TISBURY,4100,654,190,1,3081,167,4086,281,924,1205,2881,3949.0,3949.0,0.0,0.0,1012.39366,48170.75,95017.49331420758
TOLLAND,666,158,29,0,518,37,666,48,52,100,566,485.0,485.0,0.0,0.0,21.10501,90417.0,97181.2274368231
TOPSFIELD,6496,1793,437,0,4549,121,6375,89,304,393,5982,6085.0,6089.0,4.0,0.0657354149548069,624.486025,135291.75,148100.051542563
TOWNSEND,9418,1327,381,10,6407,326,9310,377,820,1197,8113,8926.0,8926.0,0.0,0.0,418.0273666666667,86956.16666666667,110430.87008418828
TRURO,1580,629,11,0,1337,111,1580,177,198,375,1205,2003.0,2003.0,0.0,0.0,86.12728333333332,59394.666666666664,65502.3850872051
TYNGSBOROUGH,12232,1279,638,23,8727,381,12176,860,875,1735,10441,11292.0,11292.0,0.0,0.0,1007.1904000000001,114153.71428571429,124715.65710733098
TYRINGHAM,439,190,13,0,373,8,431,54,51,105,326,327.0,327.0,0.0,0.0,23.53882,86250.0,139664.204545455
UPTON,7770,1201,412,19,5343,165,7715,373,332,705,7010,7542.0,7542.0,0.0,0.0,798.3083,115081.5,132323.81748785626
UXBRIDGE,13815,1879,870,0,9319,475,13712,1136,1089,2225,11487,13457.0,13457.0,0.0,0.0,770.8687999999999,94147.0,104730.21915873881
WAKEFIELD,26823,5321,996,34,19979,1328,26486,1167,1964,3131,23355,24932.0,24932.0,0.0,0.0,4820.686738095239,95564.42857142857,112571.17086271747
WALES,2009,402,74,0,1414,104,1989,113,587,700,1289,1838.0,1838.0,0.0,0.0,127.7294,50625.0,65224.6625766871
WALPOLE,24960,4663,1466,1,17320,992,24593,696,1591,2287,22306,24070.0,24070.0,0.0,0.0,1720.4081933333332,106298.13333333333,131996.74830142639
WALTHAM,62832,9666,4729,186,43037,3876,55701,5456,6253,11709,43992,60632.0,60632.0,0.0,0.0,8829.556041666667,90079.27906976744,100856.60435797575
WARE,9863,2053,457,0,6939,578,9797,1401,1133,2534,7263,9872.0,9872.0,0.0,0.0,1131.1948142857143,50455.142857142855,61328.53606595168
WAREHAM,22535,5681,657,1,16537,1423,22233,2599,2880,5479,16754,21822.0,21822.0,0.0,0.0,1266.8392764705884,67297.0,75643.76610859802
WARREN,5199,554,173,0,3664,238,5199,587,1068,1655,3544,5135.0,5135.0,0.0,0.0,279.391975,68332.0,70051.85813583784
WARWICK,1093,258,59,0,815,74,1091,67,187,254,837,780.0,971.0,191.0,24.487179487179485,26.93103,66375.0,70621.568627451
WASHINGTON,499,158,11,0,404,16,497,14,36,50,447,538.0,538.0,0.0,0.0,13.13744,86389.0,91221.12068965519
WATERTOWN,34553,5960,1117,49,26921,1496,34346,2888,2030,4918,29428,31915.0,31915.0,0.0,0.0,10602.419841379311,94090.07142857143,112144.78230119408
WAYLAND,13700,3020,722,17,9411,123,13644,414,387,801,12843,12994.0,12994.0,0.0,0.0,1534.74443,168801.1,202156.83521378672
WEBSTER,16926,3342,756,88,11873,1774,16514,1987,3103,5090,11424,16767.0,16767.0,0.0,0.0,3691.1491818181826,60968.454545454544,73141.37787753444
WELLESLEY,29004,5264,3344,11,16139,332,24521,1075,857,1932,22589,27982.0,27982.0,0.0,0.0,3410.7106086956514,183940.21739130435,274138.80549638567
WELLFLEET,3171,1384,124,0,2498,129,3153,356,739,1095,2058,2750.0,2750.0,0.0,0.0,164.51770666666667,56675.666666666664,73792.35597017063
WENDELL,864,204,17,0,691,51,860,151,148,299,561,848.0,848.0,0.0,0.0,27.13465,42750.0,65966.4974619289
WENHAM,5179,939,964,0,2574,25,3632,60,313,373,3259,4875.0,4875.0,0.0,0.0,768.2543333333333,99841.0,174014.80962349536
WEST BOYLSTON,7892,1340,193,26,6113,770,5210,430,298,728,4482,7669.0,7669.0,0.0,0.0,882.3252000000001,80042.66666666667,101627.49339546538
WEST BRIDGEWATER,7117,1411,381,10,5001,322,6926,250,852,1102,5824,6916.0,6916.0,0.0,0.0,571.1374666666667,90476.5,100318.48036847271
WEST BROOKFIELD,3777,842,68,0,2788,200,3608,234,504,738,2870,3701.0,3701.0,0.0,0.0,498.05193,67787.66666666667,88756.44975607232
WEST NEWBURY,4545,714,289,0,3137,76,4543,258,48,306,4237,4235.0,4235.0,0.0,0.0,339.4316333333333,139565.66666666666,167077.64572386467
WEST SPRINGFIELD,29650,4989,1430,103,20278,2146,29473,3514,5852,9366,20107,28391.0,29208.0,817.0,2.877672501849177,3532.899385714286,57651.25,68475.05184670852
WEST STOCKBRIDGE,1095,411,45,0,880,35,1092,76,146,222,870,1306.0,1306.0,0.0,0.0,110.26809499999999,74416.5,97838.0793661872
WEST TISBURY,2417,746,156,0,2049,24,2384,89,330,419,1965,2740.0,2740.0,0.0,0.0,94.881675,92237.0,116438.37121782344
WESTBOROUGH,18836,2660,1016,5,12914,460,18493,942,1284,2226,16267,18272.0,18272.0,0.0,0.0,1575.9938416666666,109271.41666666667,126078.81709128147
WESTFIELD,41667,7330,3549,63,26405,2087,38114,3225,6471,9696,28418,41094.0,41094.0,0.0,0.0,3018.9805846153836,63738.608695652176,78579.18703103936
WESTFORD,24087,3622,1504,24,15816,400,24024,552,1188,1740,22284,21951.0,21951.0,0.0,0.0,1232.5619749999998,138210.08333333334,151247.790378704
WESTHAMPTON,1819,336,77,0,1309,29,1814,68,124,192,1622,1607.0,1607.0,0.0,0.0,66.94523000000001,86591.0,100600.45045045
WESTMINSTER,7566,1419,245,0,5412,336,7532,117,464,581,6951,7277.0,7277.0,0.0,0.0,215.28374,103587.8,119921.01973716042
WESTON,12027,2632,892,14,7510,95,11277,575,332,907,10370,11261.0,11261.0,0.0,0.0,802.7266181818181,198719.54545454544,304709.36446787283
WESTPORT,15810,4037,730,0,11633,1489,15688,708,1946,2654,13034,15532.0,15532.0,0.0,0.0,407.34850000000006,81306.11111111111,95977.38581963812
WESTWOOD,15597,3477,824,7,10615,264,15572,289,529,818,14754,14618.0,14618.0,0.0,0.0,2074.86989,150912.6,188578.0578798633
WEYMOUTH,54469,10688,2338,1,39652,2713,54011,3582,7073,10655,43356,53743.0,52292.0,-1451.0,2.699886496846104,4488.098561363636,82337.19047619047,98209.7873073019
WHATELY,1339,283,66,0,1037,65,1337,101,107,208,1129,1496.0,1496.0,0.0,0.0,66.50664,73750.0,95713.8103161398
WHITMAN,14864,2261,933,34,10042,648,14857,1019,1102,2121,12736,14489.0,14489.0,0.0,0.0,2979.005923076923,82088.76923076923,96469.77371154306
WILBRAHAM,14553,3158,785,0,10407,587,14208,573,882,1455,12753,14219.0,14219.0,0.0,0.0,887.7469777777779,108948.0,123682.91941937139
WILLIAMSBURG,2481,578,64,0,1892,61,2481,268,193,461,2020,2482.0,2482.0,0.0,0.0,119.90702999999999,74244.5,95587.60107999564
WILLIAMSTOWN,7623,1673,1437,0,3933,303,5010,576,447,1023,3987,7754.0,7754.0,0.0,0.0,1020.9931285714284,76119.0,102476.42158720829
WILMINGTON,23538,3911,1357,4,16457,764,23227,684,1925,2609,20618,22325.0,22325.0,0.0,0.0,1631.6052545454543,111282.90909090909,133224.50331482763
WINCHENDON,10738,2013,447,14,7468,859,10413,1166,864,2030,8383,10300.0,10300.0,0.0,0.0,1202.5846,63314.666666666664,73285.45265266448
WINCHESTER,22579,4489,958,0,15177,331,22324,511,892,1403,20921,21374.0,21374.0,0.0,0.0,4395.895466666667,166581.06666666668,217934.10722402242
WINDSOR,909,184,44,0,696,10,909,50,58,108,801,899.0,899.0,0.0,0.0,25.9768,81875.0,110717.195767196
WINTHROP,18462,4114,707,19,13933,780,18425,1514,2063,3577,14848,17497.0,17497.0,0.0,0.0,11491.628777777778,75567.0,95947.05170488497
WOBURN,39500,7595,1985,63,28840,1637,39228,2347,4248,6595,32633,38120.0,38120.0,0.0,0.0,4170.169971428571,84871.42857142857,98642.69194244772
WORCESTER,184743,26267,13595,350,120286,18373,172535,37560,33980,71540,100995,181045.0,181045.0,0.0,0.0,9597.11031275168,52213.955555555556,65734.4034881688
WRENTHAM,11597,1814,774,26,7782,253,11348,574,662,1236,10112,10955.0,10955.0,0.0,0.0,611.38288,109280.0,133462.931270446
YARMOUTH,23459,7897,648,0,18523,934,23280,1598,3117,4715,18565,23793.0,23793.0,0.0,0.0,1200.93915,66455.38095238095,79616.74779806362
