,TOWN,POP2010,SHAPE_Area,GEOID10,SHAPE_AREA,POP100_RE
42,peabody,51251,43520406.4086,250092102002,3437378.68507,1827.0
42,peabody,51251,43520406.4086,250092104001,634896.668252,1582.0
42,peabody,51251,43520406.4086,250092109001,538337.261928,1192.0
42,peabody,51251,43520406.4086,250092109002,383364.432412,878.0
42,peabody,51251,43520406.4086,250092104002,992456.61274,1092.0
42,peabody,51251,43520406.4086,250092103001,1676903.36085,1640.0
42,peabody,51251,43520406.4086,250092102001,2140931.25666,1399.0
42,peabody,51251,43520406.4086,250092103002,3711907.14059,4536.0
43,agawam,28438,63021907.2593,250138132072,660814.52612,1053.0
43,agawam,28438,63021907.2593,250138132054,9498278.09339,1330.0
43,agawam,28438,63021907.2593,250138132082,2332447.69352,1415.0
43,agawam,28438,63021907.2593,250138132053,7870180.5781,2949.0
43,agawam,28438,63021907.2593,250138132051,3545667.11147,2037.0
43,agawam,28438,63021907.2593,250138132052,5133333.74262,1165.0
43,agawam,28438,63021907.2593,250138132081,2758113.40693,1503.0
43,agawam,28438,63021907.2593,250138132062,2665642.5661,845.0
43,agawam,28438,63021907.2593,250138132093,2767436.55781,2779.0
43,agawam,28438,63021907.2593,250138132092,1626867.79808,1654.0
43,agawam,28438,63021907.2593,250138132061,2067888.92477,1601.0
43,agawam,28438,63021907.2593,250138132063,1058100.36737,1596.0
43,agawam,28438,63021907.2593,250138132071,3223082.52909,2258.0
43,agawam,28438,63021907.2593,250138132042,7656917.03967,2423.0
43,agawam,28438,63021907.2593,250138132091,3777676.44115,1213.0
43,agawam,28438,63021907.2593,250138132073,1444198.49483,1800.0
44,medfield,12024,37955730.4077,250214061024,9591820.98365,2188.0
44,medfield,12024,37955730.4077,250214061023,4395479.38513,1138.0
44,medfield,12024,37955730.4077,250214061022,1820075.05598,1121.0
44,medfield,12024,37955730.4077,250214061021,4429347.42095,2040.0
44,medfield,12024,37955730.4077,250214061011,3648776.50553,2590.0
44,medfield,12024,37955730.4077,250214061013,7514845.49566,1666.0
44,medfield,12024,37955730.4077,250214061012,6503654.89202,1281.0
45,worcester,181045,99562707.1317,250277304013,501732.18374,1803.0
45,worcester,181045,99562707.1317,250277305001,944147.465332,739.0
45,worcester,181045,99562707.1317,250277303005,381092.514984,694.0
45,worcester,181045,99562707.1317,250277304011,359994.859578,912.0
45,worcester,181045,99562707.1317,250277303004,175901.646336,657.0
45,worcester,181045,99562707.1317,250277302004,312814.225667,796.0
45,worcester,181045,99562707.1317,250277306002,1028959.45305,1007.0
45,worcester,181045,99562707.1317,250277303001,248151.048499,857.0
45,worcester,181045,99562707.1317,250277303003,353786.850131,1079.0
45,worcester,181045,99562707.1317,250277306001,1861551.22825,3045.0
45,worcester,181045,99562707.1317,250277302003,205784.178927,577.0
45,worcester,181045,99562707.1317,250277320011,1112794.15404,3327.0
45,worcester,181045,99562707.1317,250277301003,1282834.64791,814.0
45,worcester,181045,99562707.1317,250277302005,274943.93924,712.0
45,worcester,181045,99562707.1317,250277301004,829212.065955,1326.0
45,worcester,181045,99562707.1317,250277303002,846102.100509,1272.0
45,worcester,181045,99562707.1317,250277302002,926810.38616,1313.0
45,worcester,181045,99562707.1317,250277302006,489989.647751,1140.0
45,worcester,181045,99562707.1317,250277301005,2356608.88919,2075.0
45,worcester,181045,99562707.1317,250277301002,647933.742436,767.0
45,worcester,181045,99562707.1317,250277302001,1882810.73623,1045.0
45,worcester,181045,99562707.1317,250277301001,525518.594977,941.0
45,worcester,181045,99562707.1317,250277318006,910709.300424,1463.0
45,worcester,181045,99562707.1317,250277316002,79944.8535902,806.0
45,worcester,181045,99562707.1317,250277322031,245513.358838,944.0
45,worcester,181045,99562707.1317,250277316005,108621.556826,884.0
45,worcester,181045,99562707.1317,250277316004,371879.023194,1410.0
45,worcester,181045,99562707.1317,250277318003,104478.505008,1536.0
45,worcester,181045,99562707.1317,250277322011,461744.282356,788.0
45,worcester,181045,99562707.1317,250277309022,594376.277785,739.0
45,worcester,181045,99562707.1317,250277309011,317794.403857,854.0
45,worcester,181045,99562707.1317,250277318004,148792.626078,937.0
45,worcester,181045,99562707.1317,250277308022,718861.548138,1211.0
45,worcester,181045,99562707.1317,250277316001,203148.593285,1480.0
45,worcester,181045,99562707.1317,250277318001,179080.615204,793.0
45,worcester,181045,99562707.1317,250277309013,558946.206766,1288.0
45,worcester,181045,99562707.1317,250277316006,319255.549177,1510.0
45,worcester,181045,99562707.1317,250277307004,2669825.33753,892.0
45,worcester,181045,99562707.1317,250277309023,618927.343563,1139.0
45,worcester,181045,99562707.1317,250277319004,304203.062158,2259.0
45,worcester,181045,99562707.1317,250277308012,1331432.66376,1835.0
45,worcester,181045,99562707.1317,250277319001,440595.407636,1068.0
45,worcester,181045,99562707.1317,250277319003,161513.670891,709.0
45,worcester,181045,99562707.1317,250277308021,327382.030197,835.0
45,worcester,181045,99562707.1317,250277320023,3528611.15486,518.0
45,worcester,181045,99562707.1317,250277307005,406480.692146,777.0
