uniq_name,absenteeism,air_pollution_-_particulate_matter,binge_drinking,breast_cancer_deaths,cardiovascular_disease_deaths,children_in_poverty,colorectal_cancer_deaths,dental_care,diabetes,frequent_mental_distress,frequent_physical_distress,high_blood_pressure,high_school_graduation,"housing_cost,_excessive",housing_with_potential_lead_risk,income_inequality,lead_exposure_risk_index,life_expectancy,limited_access_to_healthy_foods,low_birthweight,neighborhood_racial/ethnic_segregation,obesity,opioid_overdose_deaths,park_access,physical_inactivity,premature_deaths_(all_causes),prenatal_care,preventive_services,racial/ethnic_diversity,smoking,teen_births,third-grade_reading_proficiency,unemployment,uninsured,violent_crime,walkability
AK_Anchorage,25.8,,19.4,17.8,135.2,11.5,13.5,65.2,7.6,11.4,10.6,26.8,80.5,31.5,7.6,17.4,2.0,78.3,72.0,6.4,7.2,27.6,13.2,74.1,17.5,7300.0,77.0,36.5,75.5,18.0,20.8,36.9,5.8,14.4,1190.7,32.0
AL_Birmingham,21.6,11.5,13.2,42.5,293.8,45.4,25.1,52.6,16.7,15.2,16.3,43.8,78.5,39.9,26.5,-33.3,9.0,74.8,78.1,13.2,35.1,41.7,28.0,51.3,35.6,17400.0,66.3,29.5,59.8,22.3,49.4,14.6,10.7,15.9,,39.4
AL_Hoover,10.4,11.4,17.8,11.9,81.9,8.0,4.1,74.5,8.3,10.4,9.9,30.7,94.1,24.6,5.4,19.2,1.0,80.1,81.4,,12.4,29.2,12.0,9.4,20.4,3800.0,,42.5,56.3,14.1,,53.3,4.2,7.4,97.5,22.6
AL_Huntsville,25.4,10.4,14.1,21.2,171.2,28.7,13.9,61.2,12.2,13.3,13.2,36.8,89.9,28.3,11.4,-9.3,5.0,78.0,82.2,10.9,18.8,32.6,3.5,33.3,26.0,8300.0,63.3,43.0,61.6,18.5,22.8,36.2,7.3,13.0,934.5,23.4
AL_Mobile,18.8,10.3,14.7,29.4,267.1,34.8,19.8,58.7,15.2,14.7,15.7,42.0,88.0,35.4,17.8,-24.6,7.0,75.5,71.2,12.3,25.0,39.0,5.1,38.8,29.5,11700.0,82.1,31.3,59.6,20.2,36.6,26.0,7.9,14.7,949.3,32.6
AL_Montgomery,14.1,10.7,15.1,34.6,233.3,33.5,18.0,60.6,13.7,14.5,14.5,40.3,82.8,33.4,15.4,-18.3,7.0,75.3,78.2,13.3,24.8,36.4,,24.9,29.8,10500.0,62.8,32.3,60.1,21.0,38.8,23.5,7.9,13.4,633.1,26.9
AL_Tuscaloosa,16.6,10.3,17.2,28.0,227.4,28.0,22.3,59.6,10.3,16.1,13.1,32.6,91.4,37.6,12.0,-20.5,6.0,75.4,78.3,,28.1,31.8,4.3,32.8,27.0,10100.0,,33.9,57.7,20.7,,39.3,8.2,10.1,491.9,32.6
AR_Fayetteville,9.5,8.9,18.5,22.6,389.6,20.8,20.8,59.5,6.6,14.8,10.8,24.9,89.6,34.7,8.0,-19.1,5.0,78.1,78.5,,13.2,29.8,4.3,52.2,24.6,8200.0,,33.9,57.0,20.5,,55.7,5.2,10.8,639.3,32.1
AR_Fort Smith,15.9,9.5,13.7,17.1,277.2,36.8,13.0,54.7,12.7,16.9,17.4,37.9,86.3,31.1,17.0,-26.3,8.0,75.2,69.4,,14.1,35.0,9.3,23.7,35.1,9800.0,,27.1,67.6,25.4,,38.2,5.6,17.2,897.3,34.7
AR_Jonesboro,19.4,9.8,14.4,18.5,276.0,27.2,17.1,58.1,9.8,15.4,13.8,33.9,93.3,29.7,8.2,-18.2,5.0,76.0,79.3,,12.9,35.2,,24.8,29.3,8100.0,,34.3,49.2,21.6,,35.1,6.4,12.2,550.7,23.3
AR_Little Rock,18.0,10.1,15.4,27.3,247.6,25.3,15.6,65.9,11.4,14.2,13.9,37.2,80.0,32.5,14.3,-9.4,5.0,76.8,75.7,11.0,24.5,34.2,6.6,41.4,28.9,9500.0,,37.0,67.8,19.9,32.1,32.5,5.0,12.5,1647.4,32.3
AR_Springdale,8.8,9.0,15.8,18.4,409.3,27.8,12.4,50.7,10.3,16.2,15.2,31.8,84.6,24.6,6.1,-11.6,4.0,77.7,79.6,,10.7,35.7,6.3,14.9,34.0,8800.0,,30.0,66.4,24.5,,34.1,5.1,19.4,,26.6
AZ_Avondale,20.3,7.8,17.7,20.6,231.7,22.0,18.3,59.9,8.9,13.6,12.4,24.8,83.3,34.2,3.2,-7.5,3.0,78.1,68.3,,7.3,29.9,9.2,23.3,24.7,6800.0,,29.0,73.5,18.0,,34.3,6.0,14.7,318.7,40.8
AZ_Chandler,14.3,8.1,18.6,31.1,218.7,11.9,18.8,70.7,7.3,11.2,10.0,24.0,52.9,25.9,3.3,13.3,1.0,80.1,60.6,7.2,7.4,25.3,7.4,62.1,18.4,5000.0,86.6,36.1,69.1,14.8,14.3,59.6,4.6,8.8,267.2,53.7
AZ_Gilbert,13.3,7.8,20.3,27.6,212.4,6.2,17.6,73.6,6.3,10.9,9.1,22.1,89.6,24.9,2.0,21.1,1.0,80.2,71.0,6.7,3.9,24.5,12.0,30.0,16.3,4800.0,88.5,37.9,58.1,14.7,6.3,60.0,4.7,6.9,91.3,37.3
AZ_Glendale,15.1,7.5,16.4,30.2,255.6,29.9,22.7,59.9,10.0,14.0,13.8,28.2,88.3,34.9,6.5,-13.3,4.0,77.9,64.0,7.4,15.9,29.8,15.4,74.0,25.7,9300.0,72.4,31.1,70.2,18.9,32.7,37.3,6.3,15.5,507.2,40.8
AZ_Mesa,15.8,7.5,16.6,21.6,193.6,23.2,13.7,64.1,9.6,12.9,13.0,29.4,74.2,33.3,5.6,-9.0,3.0,78.3,60.8,6.9,13.9,28.0,13.5,65.4,23.4,7700.0,76.8,33.7,60.7,17.4,26.4,45.3,6.0,16.3,435.1,37.3
AZ_Peoria,10.8,6.8,17.2,28.6,201.1,10.3,14.2,69.7,8.9,11.5,11.7,28.8,85.5,29.3,2.8,6.1,1.0,79.4,71.7,6.5,9.2,26.2,12.1,37.2,20.6,6300.0,80.5,35.7,54.7,15.5,14.8,52.2,6.1,9.3,260.9,39.9
AZ_Phoenix,18.6,7.7,16.5,19.7,175.2,30.5,14.5,59.3,9.8,13.9,13.6,27.5,77.1,34.3,10.7,-8.6,5.0,77.9,60.3,7.7,21.2,30.1,11.3,48.5,25.6,6800.0,71.0,32.0,71.6,18.6,30.9,37.3,6.9,18.0,804.4,53.7
AZ_Scottsdale,17.3,6.9,16.5,25.6,153.5,13.1,14.6,76.0,8.4,9.5,10.0,29.7,91.4,30.0,6.2,16.8,2.0,81.7,67.7,6.7,9.9,23.7,12.0,39.4,16.7,5400.0,81.9,39.3,43.1,11.9,8.3,66.0,4.1,7.8,168.9,40.8
AZ_Surprise,17.3,6.3,16.2,20.0,167.9,12.6,10.5,69.1,9.6,11.2,11.8,31.0,90.4,27.8,1.4,0.6,1.0,79.3,78.4,6.9,8.6,26.7,9.9,15.9,20.9,6300.0,74.8,37.6,51.6,15.6,15.4,48.8,6.7,8.4,94.1,21.4
AZ_Tempe,19.0,8.0,19.3,25.4,194.9,23.1,17.6,65.8,6.6,12.9,9.9,21.6,62.7,35.4,7.2,-11.6,4.0,79.4,48.9,8.6,10.7,24.7,8.4,63.9,19.0,6000.0,79.4,35.0,74.9,15.8,8.3,45.7,5.5,13.0,505.4,53.7
AZ_Tucson,29.4,6.5,15.6,29.9,276.0,32.4,19.0,59.6,10.0,14.1,14.4,26.8,67.1,38.7,14.4,-25.8,7.0,77.3,60.4,7.2,15.6,29.0,26.5,61.5,25.5,10900.0,65.7,32.3,67.6,18.8,30.1,37.7,9.4,15.3,809.0,42.4
AZ_Yuma,17.5,6.2,15.7,18.9,273.9,22.9,14.2,55.8,11.5,13.9,15.3,30.6,89.2,30.8,9.8,-17.2,4.0,78.1,71.7,,9.0,35.2,,38.7,27.4,8600.0,,28.9,58.0,17.6,,41.0,10.1,15.0,524.0,34.1
CA_Alameda,10.7,9.3,17.4,21.1,166.6,10.2,11.1,71.8,8.7,9.7,9.3,25.8,93.4,36.2,31.5,19.9,7.0,80.8,33.6,,3.6,18.5,,90.9,16.2,3700.0,,36.4,83.9,11.7,,56.8,5.0,6.9,326.8,65.2
CA_Alhambra,10.2,11.8,12.4,21.9,174.4,16.4,16.3,61.1,11.4,10.1,10.6,27.7,94.8,44.8,31.3,-7.6,8.0,83.0,45.3,,8.1,18.3,,63.0,22.8,4000.0,,29.1,69.9,11.1,,49.4,5.6,11.7,202.7,68.7
CA_Anaheim,12.9,12.2,16.3,20.3,216.0,23.4,14.9,60.4,10.0,12.3,12.5,25.2,83.6,47.9,16.3,3.1,5.0,80.7,43.1,6.5,10.6,24.1,7.8,65.3,21.7,5400.0,86.4,33.5,72.7,14.2,22.3,34.5,6.7,16.3,361.3,60.6
CA_Antioch,18.6,10.4,16.1,23.8,207.5,22.4,15.5,67.5,9.8,12.8,12.1,27.5,80.6,42.3,10.1,5.0,3.0,77.9,54.5,7.6,5.6,30.0,7.0,70.5,21.6,7900.0,84.8,32.1,90.9,15.7,16.0,25.0,9.6,9.2,558.5,39.3
CA_Apple Valley,14.3,7.9,16.2,29.6,285.6,28.9,21.2,60.1,11.9,14.0,14.7,34.2,88.0,39.8,6.0,-8.8,4.0,76.6,93.6,,3.9,28.1,,9.1,23.2,10200.0,,29.7,67.5,16.8,,37.7,11.9,8.0,323.3,12.4
CA_Bakersfield,14.6,13.1,18.8,35.7,357.4,25.5,21.8,60.9,9.9,14.0,13.1,25.4,85.0,38.0,9.9,-3.7,5.0,77.4,57.7,7.6,14.9,29.3,14.8,45.6,24.0,12600.0,78.7,30.1,70.2,17.2,48.1,37.8,9.2,11.2,497.1,48.2
CA_Baldwin Park,20.5,11.8,16.2,14.4,187.6,22.5,12.6,54.3,11.1,12.9,13.2,25.8,93.1,45.6,22.6,-6.0,7.0,81.3,47.2,,5.1,26.3,,34.7,25.7,5000.0,,25.5,47.3,13.5,,28.0,6.6,17.2,454.8,50.3
CA_Bellflower,13.6,12.6,16.7,22.2,233.2,19.9,17.2,58.6,10.1,13.0,12.6,27.1,86.4,48.4,24.0,-7.8,7.0,78.5,35.3,,4.8,26.7,,65.9,22.3,6400.0,,29.5,77.0,14.4,,34.3,7.2,15.2,467.3,61.5
CA_Berkeley,14.0,9.8,19.6,15.6,120.7,7.9,10.6,70.0,6.5,10.9,8.2,20.9,86.4,42.3,43.0,11.0,9.0,83.0,29.3,5.0,8.5,18.5,3.8,94.7,14.2,3400.0,94.3,37.4,79.0,11.2,1.3,61.6,6.8,5.7,561.6,81.3
CA_Buena Park,10.4,12.3,15.2,12.4,201.0,22.5,16.3,62.8,10.3,11.4,11.8,25.7,91.8,44.4,22.8,5.5,6.0,80.6,47.0,,6.4,21.8,7.0,52.6,20.9,5500.0,,34.4,79.3,13.4,,46.5,5.1,13.8,352.8,54.5
CA_Burbank,9.7,10.6,18.4,19.3,215.0,10.9,14.6,69.1,8.3,11.1,10.7,25.4,88.7,45.5,27.8,5.4,7.0,81.5,32.4,6.7,5.7,22.5,5.5,70.6,16.6,4100.0,87.0,34.8,72.3,12.3,3.6,58.3,7.5,11.4,241.9,69.1
CA_Carlsbad,10.2,8.9,21.3,22.7,143.1,7.4,10.6,78.3,7.4,9.8,8.9,26.0,94.5,36.1,6.1,29.0,1.0,84.2,68.5,5.9,5.2,18.5,8.4,49.3,13.4,2800.0,91.2,35.3,56.1,10.5,4.0,73.5,5.2,6.6,220.5,42.8
CA_Carson,10.6,11.8,14.6,24.1,213.7,16.1,15.4,62.7,11.8,10.9,11.3,30.4,90.6,36.8,19.0,8.4,4.0,79.9,49.4,,20.1,24.1,,54.1,21.3,5700.0,,30.1,83.1,11.9,,36.8,9.1,12.2,512.0,67.4
CA_Chico,11.2,9.4,19.9,34.0,230.1,19.5,19.8,64.8,7.1,13.9,11.0,24.0,88.4,45.4,13.5,-18.2,7.0,79.0,62.9,,4.8,23.7,9.1,49.1,17.8,8300.0,,33.1,53.7,15.6,,44.6,8.2,9.9,462.1,45.1
CA_Chino,11.8,12.8,19.3,28.2,246.3,15.8,16.3,63.1,8.9,12.2,11.2,25.7,90.4,41.9,8.8,8.6,2.0,80.0,55.8,,7.1,25.5,,56.2,20.2,4600.0,,28.4,78.9,14.2,,44.8,7.8,12.4,271.3,42.7
CA_Chino Hills,7.4,12.8,17.6,15.4,145.0,6.5,16.6,71.9,8.1,9.7,8.7,24.7,94.1,37.2,4.9,27.5,1.0,82.1,70.9,,5.0,20.2,,72.4,16.0,3500.0,,32.7,82.9,10.6,,66.7,6.5,6.3,90.6,23.4
CA_Chula Vista,8.5,8.6,19.1,17.6,175.9,16.0,17.2,66.0,9.8,11.8,11.1,25.5,86.4,46.0,11.1,4.6,3.0,81.4,54.1,7.0,8.3,21.9,3.7,64.4,20.6,4500.0,88.3,27.5,72.8,12.5,16.0,58.8,9.2,11.0,310.1,50.9
CA_Citrus Heights,19.6,10.0,19.6,18.7,213.6,17.1,16.7,65.9,9.0,13.2,12.7,30.5,82.9,39.8,11.1,-7.3,3.0,78.0,55.1,,3.7,27.9,3.6,63.0,19.8,7000.0,,30.5,59.6,16.4,,29.6,8.1,11.4,406.0,42.2
CA_Clovis,6.7,14.5,17.7,31.5,249.7,16.7,15.9,68.7,8.9,11.9,11.2,27.0,91.7,34.5,5.9,5.1,2.0,79.2,67.0,,4.3,29.1,10.0,69.5,18.6,6600.0,,35.0,71.8,14.2,,63.2,7.0,7.7,237.9,38.8
CA_Compton,15.2,12.4,15.4,42.3,357.1,29.8,26.2,47.7,13.0,15.7,15.8,31.2,88.6,52.2,32.9,-18.0,9.0,77.6,38.1,,12.7,33.8,,74.1,28.2,12100.0,,22.7,50.8,17.4,,29.8,11.9,17.6,1190.9,63.4
CA_Concord,15.4,10.0,16.5,29.6,176.8,12.8,15.4,70.7,9.0,11.7,11.2,26.2,85.9,40.4,16.1,9.9,4.0,80.4,55.3,5.8,10.2,27.3,4.4,61.1,19.6,5100.0,87.6,35.7,77.9,14.1,12.7,37.5,7.1,11.2,364.0,49.0
CA_Corona,11.4,12.3,19.6,35.0,260.9,14.6,15.5,65.4,8.6,11.9,11.2,25.4,92.1,45.3,6.8,8.8,2.0,80.6,65.1,6.4,8.4,27.1,4.2,60.3,21.2,6000.0,84.2,31.6,77.6,14.2,15.7,53.2,6.7,12.8,138.0,37.9
CA_Costa Mesa,21.4,10.9,19.0,29.5,192.4,18.4,12.5,66.2,8.0,11.8,11.1,23.0,55.7,43.7,15.5,10.5,4.0,80.6,36.5,6.4,13.5,22.9,14.8,66.5,17.4,4800.0,89.7,36.8,71.8,13.8,15.9,42.8,5.4,15.7,321.1,62.5
CA_Daly City,14.0,8.0,13.2,15.5,169.6,9.7,7.8,69.6,10.0,9.1,8.8,27.2,86.6,41.7,22.7,16.7,4.0,82.6,19.8,8.4,4.8,18.5,3.2,80.9,20.0,4200.0,85.8,33.3,71.3,10.8,7.8,41.1,6.1,8.4,251.1,63.2
CA_Downey,11.1,12.7,17.6,23.5,210.8,15.1,17.0,62.3,9.6,11.7,11.8,25.4,91.3,45.3,27.8,4.7,7.0,80.4,32.8,6.8,3.8,25.5,,43.5,21.0,5100.0,87.5,30.4,52.9,12.1,11.0,50.1,6.3,15.8,337.4,59.1
CA_El Cajon,8.5,8.3,19.7,49.0,378.7,32.5,32.5,60.6,10.0,15.3,13.9,28.4,77.4,48.6,15.2,-14.0,7.0,77.6,47.5,,4.9,24.5,14.2,45.4,22.4,11100.0,,28.1,66.8,18.2,,37.8,10.6,12.6,416.9,55.7
CA_El Monte,9.0,11.9,14.0,11.3,155.7,35.9,15.1,48.1,12.7,14.1,14.8,28.0,83.2,52.8,24.0,-18.2,8.0,81.6,38.4,6.2,10.6,25.9,3.2,55.6,29.5,5400.0,88.0,23.9,56.2,15.6,27.1,31.4,6.7,22.2,389.9,60.0
CA_Elk Grove,16.7,10.8,17.8,22.3,184.1,11.1,15.7,69.0,8.6,11.0,10.1,27.7,96.2,35.4,2.9,17.5,1.0,81.1,68.5,7.2,4.7,24.4,,89.5,18.2,4600.0,91.8,30.6,90.9,13.0,7.0,51.5,7.5,5.5,342.2,31.9
CA_Escondido,11.5,8.4,19.6,30.6,229.2,22.6,18.2,61.6,9.7,14.0,13.0,26.9,84.9,47.3,9.0,-2.5,4.0,80.0,52.1,6.5,11.2,23.4,8.8,38.3,22.4,6200.0,82.3,28.3,67.9,15.8,20.7,37.0,6.3,19.5,384.2,41.5
CA_Fairfield,14.2,9.5,17.6,17.6,203.0,15.0,13.0,66.2,10.0,12.5,11.8,28.0,80.4,38.1,8.3,9.2,3.0,79.0,67.6,6.2,6.2,25.3,3.0,71.2,22.0,6100.0,80.2,34.1,91.8,15.3,14.7,41.0,9.0,8.0,492.1,35.0
CA_Folsom,7.7,9.2,21.8,26.0,173.8,5.0,8.5,74.7,6.7,9.9,8.9,25.7,95.9,28.8,4.9,32.3,1.0,81.7,74.0,,10.7,23.8,,73.8,14.3,3100.0,,35.2,68.8,12.2,,71.5,4.6,3.1,85.4,32.6
CA_Fontana,11.3,11.4,18.2,23.3,209.7,20.6,19.8,57.5,9.8,13.6,12.6,26.3,90.1,44.7,9.4,2.3,3.0,79.1,65.0,6.9,8.8,28.2,,52.6,23.6,6200.0,86.5,25.4,61.5,15.2,23.6,31.3,8.9,15.2,347.9,36.2
CA_Fremont,6.9,8.7,16.8,19.5,134.3,3.9,9.7,72.4,7.9,8.5,7.8,22.7,93.2,30.1,10.9,40.0,1.0,83.0,60.7,7.6,7.2,15.7,,68.6,15.6,3100.0,93.3,36.5,72.2,10.4,3.9,68.8,4.6,3.7,189.1,47.1
CA_Fresno,6.6,15.1,15.1,22.6,298.7,40.1,16.3,55.4,11.5,14.6,14.3,28.9,78.4,43.4,15.6,-18.3,8.0,77.8,58.4,7.7,11.9,33.7,8.7,66.6,26.2,9200.0,88.7,29.7,78.0,17.1,36.1,34.8,11.1,12.4,578.8,46.3
CA_Fullerton,8.6,12.5,16.0,25.2,187.8,19.9,12.1,66.3,9.1,10.9,10.8,24.9,90.2,45.3,19.0,8.2,5.0,81.1,45.9,6.4,12.6,21.0,7.1,73.8,18.4,4700.0,85.9,36.7,78.4,12.3,12.5,49.9,7.5,12.6,210.0,54.5
CA_Garden Grove,9.7,11.8,13.9,15.7,189.6,21.2,14.6,58.4,11.5,11.9,12.5,27.2,91.4,45.5,21.8,-0.9,7.0,81.2,26.2,6.8,10.7,21.1,7.9,43.5,23.7,4900.0,87.4,31.8,73.6,14.5,14.3,45.7,6.2,13.3,344.6,66.1
CA_Glendale,14.5,10.8,16.6,27.2,180.9,19.0,15.0,66.4,9.5,11.7,11.9,28.3,87.4,51.7,27.4,-4.2,8.0,82.4,24.8,7.3,5.7,22.5,3.0,75.4,18.6,3500.0,89.1,34.0,66.8,13.3,4.1,58.0,8.1,12.1,138.5,68.9
CA_Hawthorne,13.9,11.8,16.4,28.3,300.1,23.5,14.3,55.3,10.7,13.8,13.1,27.8,80.3,51.5,20.4,-12.6,7.0,78.7,20.7,,11.9,29.8,,74.6,23.5,7300.0,,27.5,76.2,15.4,,38.9,9.3,18.2,675.2,71.5
CA_Hayward,14.6,9.0,18.0,26.8,216.0,15.0,19.1,61.9,9.7,11.8,11.1,25.6,79.4,41.6,19.5,10.2,4.0,79.8,40.3,6.9,7.6,22.7,3.4,76.2,21.0,7400.0,88.6,31.3,87.8,14.6,19.1,28.2,6.3,10.1,364.4,53.2
CA_Hemet,17.3,9.0,14.6,41.2,515.2,32.8,28.4,57.0,13.4,13.8,16.7,37.8,94.5,45.2,7.4,-27.0,5.0,76.6,59.6,,6.2,30.3,14.2,33.5,28.7,17100.0,,29.4,68.3,16.9,,30.7,16.8,15.1,552.3,33.4
CA_Hesperia,0.0,8.4,17.2,26.5,299.0,28.2,22.4,54.4,11.3,15.4,15.3,30.5,84.2,39.3,6.1,-16.0,5.0,77.2,86.3,,7.3,29.9,,12.1,25.5,8400.0,,26.0,63.9,18.5,,31.3,13.0,12.4,410.1,16.1
CA_Huntington Beach,10.3,11.1,18.1,22.1,186.0,11.4,10.5,72.5,8.5,10.3,10.4,25.8,92.8,38.1,9.6,19.5,2.0,81.0,38.2,6.0,7.9,21.1,16.6,84.0,15.2,4600.0,91.2,40.1,67.8,12.1,5.1,63.8,4.7,9.1,232.0,54.8
CA_Indio,14.3,6.8,16.9,25.6,217.0,25.8,18.1,57.2,11.4,13.3,14.4,30.2,89.0,44.1,5.5,-11.6,4.0,80.1,69.1,,25.3,31.0,12.1,31.8,27.1,6900.0,,30.7,55.8,15.5,,34.6,10.0,17.0,748.2,30.0
CA_Inglewood,16.0,11.9,15.2,31.6,295.3,28.9,21.5,54.4,12.8,14.0,14.3,32.9,60.7,53.3,30.8,-14.6,9.0,78.8,32.6,8.4,21.1,32.9,,62.6,24.5,7400.0,82.9,26.1,61.9,15.4,23.2,26.8,11.5,18.4,707.1,69.2
CA_Irvine,6.2,11.2,16.5,16.4,125.5,10.6,12.7,73.7,6.8,9.0,7.7,20.4,95.9,41.5,3.7,22.4,2.0,83.1,39.5,5.3,5.2,16.4,4.2,80.4,13.3,2900.0,78.5,39.8,75.1,9.5,1.2,73.9,5.7,6.2,68.4,51.1
CA_Lake Forest,8.7,10.8,18.7,28.5,176.3,9.3,11.7,73.1,7.8,10.0,9.8,23.4,93.8,37.4,5.9,28.1,1.0,81.6,48.7,,6.4,20.8,6.3,78.0,14.7,3200.0,,38.2,74.3,11.4,,53.6,5.0,9.4,164.9,43.5
CA_Lakewood,14.9,12.3,17.8,21.6,229.3,8.1,15.6,68.1,8.8,11.0,10.6,26.2,90.3,37.2,31.1,15.5,6.0,79.4,26.1,,5.2,22.7,,76.3,17.7,5400.0,,34.5,85.8,12.3,,41.8,5.4,8.5,392.3,53.3
CA_Lancaster,18.7,7.2,17.6,33.5,363.5,29.7,22.2,56.3,10.4,14.5,13.9,28.2,73.9,41.2,7.7,-14.9,5.0,76.8,73.0,9.2,6.1,29.0,7.2,18.1,22.7,10100.0,69.7,28.5,80.7,16.9,32.3,28.0,8.0,9.7,763.5,28.4
CA_Livermore,9.2,9.1,21.5,23.9,165.8,3.8,11.3,72.4,7.5,10.7,9.9,23.8,92.7,33.8,11.8,34.8,2.0,81.0,70.4,,7.7,21.3,,77.4,15.2,4300.0,,37.6,67.2,13.4,,58.2,3.9,5.0,191.9,36.8
CA_Long Beach,20.6,11.8,17.0,22.9,263.1,27.1,17.9,60.2,9.7,12.9,12.2,26.5,83.7,45.2,31.3,-3.7,9.0,78.5,29.3,7.2,15.1,25.8,3.9,82.9,21.1,6500.0,85.6,32.0,84.7,14.2,16.4,39.9,8.2,13.2,660.1,69.9
CA_Los Angeles,13.0,11.1,16.7,21.2,215.1,29.5,14.6,58.8,10.2,12.9,12.8,26.7,77.0,51.4,28.8,-5.5,9.0,80.4,31.8,7.5,27.3,26.1,3.8,60.6,22.2,5500.0,85.4,30.7,78.7,14.0,19.1,36.5,8.1,17.2,778.5,90.7
CA_Lynwood,15.9,12.6,16.2,22.6,235.7,34.2,9.8,46.4,11.7,16.1,15.9,26.5,84.0,57.6,31.8,-14.5,9.0,79.2,41.9,,7.2,32.3,,72.8,29.2,6400.0,,21.7,29.9,17.0,,27.5,9.4,21.7,643.0,68.9
CA_Manteca,14.3,12.2,19.2,25.6,259.4,15.6,13.9,63.8,9.6,13.6,13.0,28.4,94.2,38.9,8.2,1.9,2.0,79.1,64.4,,6.0,30.0,8.5,86.4,22.9,7800.0,,33.6,77.9,16.0,,36.5,10.1,7.3,348.0,38.7
CA_Menifee,15.2,10.1,17.4,17.4,162.9,12.6,13.0,65.7,10.8,11.7,13.0,32.8,95.1,40.4,4.1,-1.9,2.0,79.9,88.8,,6.2,27.3,4.7,28.7,22.7,3600.0,,32.5,74.3,14.3,,43.0,9.0,9.3,144.7,27.2
CA_Merced,15.6,12.7,16.1,27.2,340.4,41.1,19.9,51.9,11.8,15.6,15.1,28.6,80.8,43.6,12.5,-21.9,8.0,77.4,64.4,,6.7,28.4,14.4,70.4,28.2,10200.0,,25.8,74.1,17.8,,31.4,16.0,10.9,691.1,40.6
CA_Milpitas,7.3,8.5,13.1,13.9,128.3,10.6,7.4,70.2,8.8,8.6,8.1,22.2,95.1,33.6,7.8,34.0,2.0,83.2,45.8,,6.2,16.0,,69.8,20.3,3100.0,,33.9,64.8,10.1,,58.7,5.9,4.6,155.2,47.7
CA_Mission Viejo,11.1,10.5,18.0,25.4,170.2,5.2,8.8,76.1,8.2,9.4,9.8,26.2,93.3,35.8,6.0,33.7,1.0,82.4,62.4,,4.5,20.3,9.3,87.8,13.9,4200.0,,41.2,64.3,10.6,,55.9,5.4,6.2,105.0,39.3
CA_Modesto,14.9,12.4,17.3,26.0,303.2,23.0,20.9,61.0,10.8,13.8,13.6,30.8,77.2,40.3,14.0,-8.4,5.0,77.5,57.5,7.2,9.6,31.3,6.5,78.7,25.0,10600.0,,31.3,70.9,16.0,33.9,28.9,11.3,10.2,994.7,44.9
CA_Moreno Valley,11.2,11.1,18.0,30.9,247.5,23.6,16.2,57.2,10.2,13.8,13.1,28.1,91.4,43.7,4.9,-3.3,3.0,78.7,68.0,7.9,5.7,31.2,2.3,49.1,25.6,6400.0,87.6,27.7,73.5,16.5,19.3,27.9,11.3,16.1,394.9,29.5
CA_Mountain View,7.0,7.8,16.9,16.3,138.5,9.3,10.8,75.4,6.9,8.6,7.8,20.3,88.8,32.8,15.6,36.5,3.0,83.2,40.3,,4.7,19.1,,89.3,15.8,3500.0,,37.7,75.9,9.4,,65.6,4.1,7.2,190.3,58.2
CA_Murrieta,3.1,9.6,20.0,32.9,223.9,10.8,19.1,69.6,8.0,11.3,10.5,26.4,97.0,42.3,2.2,14.1,1.0,81.9,69.7,6.3,3.5,25.6,8.3,59.2,18.7,5500.0,88.6,35.2,77.7,13.8,8.9,51.5,10.3,9.4,73.7,27.2
CA_Napa,11.6,9.1,19.2,28.5,215.4,9.9,16.5,70.2,8.9,12.0,12.0,28.1,84.7,40.0,17.8,11.9,4.0,80.8,54.1,,14.3,24.0,5.5,72.7,19.8,6100.0,,34.1,64.2,14.5,,32.6,4.9,10.8,341.9,46.2
CA_Newport Beach,13.1,10.6,18.1,23.1,100.9,2.4,7.0,79.2,7.6,8.4,8.8,26.1,92.8,39.8,14.2,37.0,2.0,83.0,54.8,,13.4,18.9,8.9,75.8,11.8,2800.0,,43.4,58.1,9.0,,71.1,4.3,5.8,142.8,62.5
CA_Norwalk,15.4,12.7,16.8,17.7,217.6,20.3,15.5,58.7,10.6,12.3,12.5,26.0,93.9,44.2,31.0,-0.8,8.0,80.3,26.3,5.9,5.9,25.8,3.2,65.1,23.1,5400.0,87.2,28.0,57.7,13.0,17.8,38.8,6.8,15.7,410.9,57.8
CA_Oakland,15.5,9.5,17.1,21.7,174.6,26.4,16.8,60.6,11.0,12.4,12.0,28.9,75.5,43.8,37.3,1.1,9.0,79.0,37.5,7.3,17.4,25.1,5.6,87.3,21.5,6700.0,90.1,30.2,93.7,15.5,19.1,29.2,8.0,12.2,1339.9,72.0
CA_Oceanside,11.6,8.9,20.4,24.4,185.1,16.1,14.0,67.6,9.1,12.5,11.4,27.0,67.6,43.9,8.2,1.9,3.0,80.8,49.8,5.6,7.4,21.7,9.7,56.8,19.0,5900.0,88.2,30.7,73.4,13.9,26.2,38.1,6.6,11.9,399.2,35.3
CA_Ontario,11.4,12.5,18.0,25.4,211.9,24.3,17.0,56.3,10.1,13.9,13.2,26.9,81.6,46.4,16.4,-7.1,5.0,79.6,50.2,7.0,7.9,28.5,,51.3,24.3,5600.0,85.9,25.8,63.2,15.6,22.0,33.8,8.8,15.0,403.2,44.7
