,city_death,year,death_count_next_year,over_65_count,over_65_prop,med_house_inc,mean_house_inc,less_than_hs_ed,at_or_below_pov_prop,pop_struggling_prop,urb_v_rur,town_status
141,berlin,2014,1,614,0.19819238218205293,90776.5,121826.90281957849,6.2472695500218425,0.028877352368591826,0.08208955223880597,rural,grown
142,berlin,2015,0,614,0.19819238218205293,90776.5,121826.90281957849,6.2472695500218425,0.028877352368591826,0.08208955223880597,rural,grown
143,berlin,2016,0,614,0.19819238218205293,90776.5,121826.90281957849,6.2472695500218425,0.028877352368591826,0.08208955223880597,rural,grown
144,berlin,2017,0,614,0.19819238218205293,90776.5,121826.90281957849,6.2472695500218425,0.028877352368591826,0.08208955223880597,rural,grown
145,bernardston,2013,0,261,0.2430167597765363,70500.0,82633.3333333333,2.406738868832732,0.035381750465549346,0.2206703910614525,rural,uncertain
146,bernardston,2014,0,261,0.2430167597765363,70500.0,82633.3333333333,2.406738868832732,0.035381750465549346,0.2206703910614525,rural,uncertain
147,bernardston,2015,0,261,0.2430167597765363,70500.0,82633.3333333333,2.406738868832732,0.035381750465549346,0.2206703910614525,rural,uncertain
148,bernardston,2016,0,261,0.2430167597765363,70500.0,82633.3333333333,2.406738868832732,0.035381750465549346,0.2206703910614525,rural,uncertain
149,bernardston,2017,0,261,0.2430167597765363,70500.0,82633.3333333333,2.406738868832732,0.035381750465549346,0.2206703910614525,rural,uncertain
150,beverly,2013,12,7488,0.18073423282083464,87027.46428571429,112923.64809992805,5.6848089272555,0.08261729938030518,0.12794875800656147,rural,grown
151,beverly,2014,14,7488,0.18073423282083464,87027.46428571429,112923.64809992805,5.6848089272555,0.08261729938030518,0.12794875800656147,rural,grown
152,beverly,2015,28,7488,0.18073423282083464,87027.46428571429,112923.64809992805,5.6848089272555,0.08261729938030518,0.12794875800656147,rural,grown
153,beverly,2016,17,7488,0.18073423282083464,87027.46428571429,112923.64809992805,5.6848089272555,0.08261729938030518,0.12794875800656147,rural,grown
154,beverly,2017,12,7488,0.18073423282083464,87027.46428571429,112923.64809992805,5.6848089272555,0.08261729938030518,0.12794875800656147,rural,grown
155,billerica,2013,6,7375,0.1723493257928069,100865.35714285713,111088.31807683161,7.437693435412934,0.042882969748101726,0.07151982644329276,rural,grown
156,billerica,2014,7,7375,0.1723493257928069,100865.35714285713,111088.31807683161,7.437693435412934,0.042882969748101726,0.07151982644329276,rural,grown
157,billerica,2015,9,7375,0.1723493257928069,100865.35714285713,111088.31807683161,7.437693435412934,0.042882969748101726,0.07151982644329276,rural,grown
158,billerica,2016,8,7375,0.1723493257928069,100865.35714285713,111088.31807683161,7.437693435412934,0.042882969748101726,0.07151982644329276,rural,grown
159,billerica,2017,8,7375,0.1723493257928069,100865.35714285713,111088.31807683161,7.437693435412934,0.042882969748101726,0.07151982644329276,rural,grown
160,blackstone,2013,0,1238,0.134550592326921,73267.6,88997.39166895002,5.818931346123356,0.039825422804146214,0.08292416803055101,rural,grown
161,blackstone,2014,1,1238,0.134550592326921,73267.6,88997.39166895002,5.818931346123356,0.039825422804146214,0.08292416803055101,rural,grown
162,blackstone,2015,3,1238,0.134550592326921,73267.6,88997.39166895002,5.818931346123356,0.039825422804146214,0.08292416803055101,rural,grown
163,blackstone,2016,1,1238,0.134550592326921,73267.6,88997.39166895002,5.818931346123356,0.039825422804146214,0.08292416803055101,rural,grown
164,blackstone,2017,0,1238,0.134550592326921,73267.6,88997.39166895002,5.818931346123356,0.039825422804146214,0.08292416803055101,rural,grown
165,blandford,2013,0,306,0.2430500397140588,62875.0,78223.8447319778,10.623084780388153,0.07069102462271644,0.1556791104050834,rural,uncertain
166,blandford,2014,0,306,0.2430500397140588,62875.0,78223.8447319778,10.623084780388153,0.07069102462271644,0.1556791104050834,rural,uncertain
167,blandford,2015,0,306,0.2430500397140588,62875.0,78223.8447319778,10.623084780388153,0.07069102462271644,0.1556791104050834,rural,uncertain
168,blandford,2016,0,306,0.2430500397140588,62875.0,78223.8447319778,10.623084780388153,0.07069102462271644,0.1556791104050834,rural,uncertain
